SMILES,Symbol
O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,CEZ
[Cf+3],CF
CF,CF0
COC1=CC=C(NC2=CC(C(F)(F)F)=CC=C2Cl)C(C(=O)O)=C1,CF1
CC1=CC2=C(C=C1C)N(CCNC(=O)OC[C@H]1O[C@@H](N3C=NC4=C3N=C(N)NC4=O)C[C@@H]1O)C1=NC(=O)NC(=O)C1=N2,CF2
O=C(CCCCCCC(=O)C(F)(F)F)NC1=CC=CC=C1,CF3
CC1=CC2=C(C=C1C)N(CCCCNC(=O)O)C1=NC(=O)NC(=O)C1=N2,CF4
O=P(O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CNC[C@H]3O)[C@H](O)[C@@H]1O,CF5
CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCCCCCCCCCNC(=O)C[C@@H]1N=C(C3=CC=C(Cl)C=C3)C3=C(SC(C)=C3C)N3C(C)=NN=C13)N=C2C1=CC=C(Cl)C=C1,CF6
CC(C)N1C(=O)N(CC2CC2)C(=O)C2=CC(NC(=O)N3CCO[C@@H](C(=O)NC4=CC=C(C#N)C(Cl)=C4)C3)=CC=C21,CF7
O=C(O)/C(S)=C/C1=CC=CC=C1CC1=CC2=CC=CC=C2C=C1,CF8
O=C(OC1=C2C=CC=C3C(=O)OC(=C32)C=C1)C1=CC=C([N+](=O)[O-])C=C1,CF9
O=C(O)COC1=C(Cl)C=C(Cl)C=C1,CFA
NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F)C2=NC(Cl)=N1,CFB
CN(C)C(=O)C12[C@H]3[C@H]4[C@H]5[C@@H]1[Fe]45321678[C@@H]2[C@H]1[C@H]6C7(C(=O)O)[C@@H]28,CFC
C/C(=C\[C@@H](C)C(=O)O)[C@@H](C)N,CFD
OC[C@H]1O[C@@H](N2C=NC3=C2N=CNC[C@H]3O)[C@H](O)[C@@H]1O,CFE
CN1C(=O)C2=C(N=CN2C)N(C)C1=O,CFF
COC1=CC=C([C@H](C(=O)NC2=CC=C([Si](C)(C)C)C=C2)N(C)C(=O)C2=CC(=O)NO2)C=C1,CFG
OC(C(F)(F)F)C(F)(F)F,CFH
O=NN(O)C1=CC=CC=C1,CFI
CCN1C(=O)C2=CC(NC(=O)C[C@H](C)CC(=O)NC3=CC=C(C#N)C(Cl)=C3)=CC=C2N(CC)C1=O,CFJ
NC(=O)NC1=C(C(N)=O)SC(C2=CC=CC=C2)=C1,CFK
NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2F)C=C1,CFL
S1[Fe]2[S]3[Fe]4S[Fe]5[S]6[Fe]1[S]1[Fe](S[Fe]7[S]2[Fe]3[S]47)[S]5[Mo]61,CFM
N12345[Fe]67S[Fe]18[S]9[Fe]21S[Fe]32[S]6[Fe]3[S]7[Fe]4([S]23)S[Fe]52[S]8[Mo]9[S]12,CFN
Cl[Fe]O[Fe],CFO
FC1=NC2=C(N=CN2)C(Cl)=N1,CFP
C[As+](C)(C)CCO[C@@H](C1=CC=CC=C1[N+](=O)O)C(F)(F)F,CFQ
N[C@@H](CC1CCCCC1)[C@@H](O)C(F)(F)C(=O)O,CFS
FC(F)F,CFT
CC(=O)N[C@H](C=O)[C@@H]1NC(C(=O)O)=C(C)CS1,CFU
NC1=NC(=O)N(C[C@H](CO)OCP(=O)(O)O)C=C1,CFV
CO[C@@]1(NC(=O)CC2=CC=CS2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,CFX
N[C@@H](CC1=CC=CC=C1)[C@]1(O)N=C(C2=N/C(=C\C3=CC=C(O)C=C3)C(=O)N2CC(=O)O)CS1,CFY
NC1=NC(=O)N([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2F)C=C1,CFZ
N=C(N)NN=C1CCC2=C1C=CC=C2C(=N)N,CG
CCC1=C(NC2CC2)N=C(N)N=C1N1CCN(C)CC1,CG0
CO[P@@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=C(N)NC3=O)[C@H](O)[C@@H]1O,CG1
NC1=NC(=O)N([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O[P@](=O)(O)OC[C@H]2O[C@@H](N3C=NC4=C3N=C(N)NC4=O)[C@H](O)[C@@H]2O)C=C1,CG2
O=[N+](O)C1=CC=CC=C1O,CG3
COC1=CC=C(NC2=NC(C3=CC=CC(C(=O)NC4=CC=C(C(=O)O)C=C4)=C3)=CN3C=CN=C23)C=C1OC,CG4
COC1=CC=C(C2=C3CN4C[C@H](O)[C@H](O)[C@H]4CN3C(C(=O)NC3=CC(C4=C(C(C)C)ON=C4C4=CC=C(F)C=C4)=CC=N3)=C2)C=C1,CG5
C[C@@H](S)[C@H](N)C(=O)O,CG6
CC1=CC=C(OC2=NC3=NC(C4=CC=C(C5=CC=CC=C5O)C=C4)=C(Cl)C=C3N2)C=C1C(=O)O,CG7
CN1CC2=C(C1)N(C[C@H](N)C(=O)O)C(=O)NC2=O,CG8
C1=CN2C=C(C3=CC=C4C=NNC4=C3)N=C(NC3=CC=C(N4CCOCC4)C=C3)C2=N1,CG9
NC(CCC(=O)OCC(=O)O)C(=O)O,CGA
O[C@@H]1[C@@H](O)[C@H](O)[C@]2(O)CC[C@H]1N2,CGB
OC1=NC2=CC=CC=C2S1,CGD
COC(=O)[C@H](C1=CC=CC=C1Cl)N1CCC2=C(C=CS2)C1,CGE
[N-]=[N+]=N[C@]1(C(N)O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CGF
O=C(/C=C/C1=CC(O)=C(O)C=C1)O[C@@H]1C[C@](O)(C(=O)O)C[C@H](O)[C@@H]1O,CGG
O=C(O)CNC1CCCCCC1,CGH
ClC1=CC=C(OC2=CC=C(NC3=C4C=CNC4=NC=N3)C=C2)C=C1,CGI
CC1=NN=C2COCC3=CC=CC=C3N12,CGJ
NC1=C2N=CN([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]4O[C@@H]5S[C@@](O)(CCC(=O)O)O[C@@H]5[C@@H]4O)[C@@H](O)[C@H]3O)C2=NC=N1,CGK
NC(CCC(=O)NC(CSSCC(N)C(=O)O)C(=O)NCC(=O)O)C(=O)O,CGL
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1C,CGM
O=C[C@@H]1CCC(=O)N1,CGN
NC1=C2C=CC=CC2=C(S(=O)(=O)[O-]->[Na+])C=C1/N=N/C1=CC=C(C2=CC=C(/N=N/C3=C(N)C4=C(C=CC=C4)C(S(=O)(=O)[O-]->[Na+])=C3)C=C2)C=C1,CGO
NC1=NC(=O)N([C@H]2C[C@@H](O[P@](=O)(O)OC[C@H]3O[C@@H](N4C=NC5=C4N=C(N)NC5=O)C[C@@H]3O)[C@H](CO)O2)C=C1,CGP
NC(=[NH2+])C1=CC=CC(/C=N/N/C(N)=[NH+]/N=C/C2=CC=CC(C(N)=[NH2+])=C2)=C1,CGQ
NC1=NC2=C(C(=O)N1)N1CN2[C@@H]2O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]3O[C@@H]1[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O,CGR
COC1=CC=C(S(=O)(=O)N(CC2=CC=CN=C2)[C@@H](C(=O)NO)C(C)C)C=C1,CGS
O=S(=O)(O)O/N=C(/CC1=CC=CC=C1)S[C@@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CGT
N[C@@H](CC(C(=O)O)C(=O)O)C(=O)O,CGU
N[C@@H](CS[C@@H](O)C(=O)O)C(=O)O,CGV
N[C@@H](CN1C2=C(CSC2)C(=O)NC1=O)C(=O)O,CGW
CCC1=C(NC2CC2)N=C(N)N=C1N1CCCCC1,CGX
NC1=NC(N)=C(N(O)O)C=C1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,CGY
CS(=O)(=O)NC1=C(O)C=CC2=C1CCC[C@@H]2C1=NCCN1,CGZ
NC1=CC=[N+]([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C(=O)N1,CH
CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](OCCO[C@@H]4O[C@H](CO)[C@@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)C[C@@H]4C[C@H](OCCO[C@@H]5O[C@H](CO)[C@@H](O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3C[C@H](OCCO[C@@H]3O[C@H](CO)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@]12C,CH0
NC1=NC(=O)N([C@@H]2O[C@H](CO[P@](=O)(O)O[P@](=O)(O)OP(=O)(O)O)C[C@H]2O)C=C1,CH1
[CH2],CH2
C,CH3
NCCNCC(C=O)CNCCN,CH4
C[N+](C)(C)CCO[P@](=O)(O)OC[C@H](O)CO,CH5
CSCC[C@H](N)C1=N/C(=C\C2=CC=C(O)C=C2)C(=O)N1CC(=O)O,CH6
O=C(O)CN1C(=O)/C(=C/C2=CC=C(O)C=C2)N=C1C1=NCCCC1,CH7
OC1=CC(Cl)=CC=C1OC1=CC=CC=C1,CH8
OC1=CC=CC=C1C1=CC=CC=C1,CH9
N[C@H](CO)CC1CCCCC1,CHA
O=C(O)C1=CC(Cl)=C(O)C=C1,CHB
CC[C@H]1[C@@H](O)[C@@H]2[C@H](CC[C@]3(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]23)[C@@]2(C)CC[C@@H](O)C[C@@H]12,IU6
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,CHD
N[C@@H](CC1CCCCC1)C(O)(O)C(F)(F)C(=O)O,CHF
N[C@H](C(=O)O)C1CCCCC1,CUC
CC(=O)CCC[N+](C)(C)C,NWB
O=C(N[C@@H](CC1=CC=C(F)C=C1)C(=O)N1CCC(O)CC1)C1=CC2=CC(Cl)=CC=C2N1,CHI
CC1=CC(=O)OC2=C1C=CC(OC1=CC=C(Cl)C=C1O)=C2,CHJ
O=C(CC1CCCCC1)N(CCO)C[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)CO,CHK
C=CC1=C2C=C3C(C=O)=C(CC)C4=[N+]3[Mg]35N2C(=C1C)C=C1C(C)C(CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=[N+]13)C1=C2C(=C(C)C(=C4)N25)C(=O)[C@@H]1C(=O)OC,CHL
O=C(CCl)CCl,CHM
NCC1CCC(N)CC1,CHN
C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CHO
N[C@H](C(=O)O)C1=CC(Cl)=C(O)C=C1,CHP
O=C1N[C@@H](CC2=CN=CN2)C(=O)N2CCC[C@@H]12,CHQ
CN[C@H]1[C@@H](O[C@@H]2/C3=C/C#C[C@H]4O[C@@]4([C@H]4COC(=O)O4)C#CC3=C[C@H]2OC(=O)C2=C(O)C=CC3=C2C=C(OC)C=C3C)O[C@H](C)[C@H](O)[C@@H]1O,CHR
N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)O,CHS
C[N+](C)(C)CCO,CHT
CNS(=O)(=O)NC1=C(F)C(CC2=C(C)C3=C(C=C(OC4=NC=CC=N4)C=C3)OC2=O)=CC=N1,CHU
O=C1OC2=C(C=CC(O)=C2)C=C1OC1=CC=C(Cl)C=C1O,CHV
C/C(=C\CC1=C(O)C(C=O)=C(C)C(Cl)=C1O)CC/C=C(\C)[C@H](C)O,CHW
C1CCCCC1,CHX
O=C1C2=C(C(=O)C3=C1C=CC=C3O)C(O)=CC=C2,CHZ
C[C@@H]1CN(C(=O)[C@H](C)N2CCC(N3C(=O)NC4=CC=CC=C43)CC2)C[C@@H](C)N1,CI0
O=C(O)/C(O)=C/C(=O)[C@]1(CC2=CC=C(Cl)C=C2)CCCN(S(=O)(=O)CC2=CC=CC=C2)C1,CI1
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CI2
O=C(O)/C(O)=C/C(=O)[C@]1(CC2=CC=C(Cl)C=C2)CCCN(CC2=CC=CC=C2)C1,CI3
O=C1C2=C(O)C(O)=CC=C2CN1CC1=C(F)C(Cl)=CC=C1,CI4
[H]/N=C(\N)C1=CC=C(N2C[C@H](C(=O)N[C@@H](CC)C3=CC=CC4=C3C=CC=C4)OC2=O)C=C1,CI5
CS(=O)(=O)NC(=O)CCC1=CN(C2=CC=C(Br)C=C2)N=C1C1=CC=C(Cl)C=C1,CI7
COC1=CC2=C(C=C1OCCC[N+](C)(CCO)CCO)N=C(CNC(=O)C1(CC(=O)O)CC3=CC(F)=C(F)C=C3C1)S2,CI8
O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCN1C=C(COCCOCCOCCOCCNC2=C(N(O)O)C=C(N(O)O)C=C2)N=N1)C(=O)O)C(=O)O,CI9
CN1CC(=O)N2[C@H](C3=CC=C4OCOC4=C3)C3=C(C[C@@H]2C1=O)C1=CC=CC=C1N3,CIA
CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(C)=O,CIB
CC(C)(CO[P@](=O)(O)O[P@](=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSCC[C@@](O)(CC(=O)O)C(=O)O,CIC
ClC1=CC=C(C2=C(/C=N/OCC3=CC=C(Cl)C(Cl)=C3)N3C=CSC3=N2)C=C1,CID
CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC1=NC(OC)=CC(Cl)=N1,CIE
COC(=O)[C@]1(C)CCC(=O)[C@@H](C(=O)NC2=CC(C(=O)NC3=CC=C(NC4=NC=CC(C5=CC=CN=C5)=N4)C(C)=C3)=CC=C2)C1,CIF
NC1=CN=CC(Cl)=N1,CIG
C/C(O)=C(\C#N)C(=O)NC1=CC=C(C2=CC=CC=C2Cl)C(Cl)=C1,CIH
CC(C)[C@H](NC(=O)C1CCCCC1)C(=O)NC1=CC=NC=C1,CII
O=C1C2=CC=C(O)C(O)=C2C(=O)N1CC1=CC(Cl)=C(F)C=C1,CIJ
CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSCC(N)C(=O)O)C(=O)O,CIL
O=C(O)/C=C/C1=CC=C(C(=O)O)C=C1,CIN
COC1=CC=C(C2(C#N)CCC(C(=O)O)CC2)C=C1OC1CCCC1,CIO
O=[P@@]1(O)C[C@@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O1,CIP
COC1=C(OCCCN2CCCC2)C=C2N=C(C3CCCCC3)N=C(NC3CCN(C(C)C)CC3)C2=C1,CIQ
NC(=O)NCCC[C@H](N)C(=O)O,CIR
CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(=O)(=O)O)[C@H]1O)[C@H](O)/C=C/CCCCCCCCCCCCC,CIS
O=C(O)CC(O)(CC(=O)O)C(=O)O,CIT
O=C(NC1=CC=C(I)C=C1)NC1CCCCC1,CIU
NCCCC[C@H](N)C1=[N+](CC(=O)O)C(=O)C(CC2=CC=C(O)C=C2)=N1,CIV
O=C(O)C1=C2OCOC2=CC=C1CN1C(=O)CC2=C1C=CC(Cl)=C2,CIW
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1)B(O)O,CIX
COC1=CC(/C=C/C=O)=CC=C1O,CIY
C/C(=C/C(=O)O)C(=O)O,CIZ
CNC1=CC(N2CCOCC2)=NC(N)=N1,CJ0
O=P(O)(O)OC[C@H]1O[C@@H](N2C=CC3=C2N=C(O)N=C3O)C[C@@H]1O,CJ1
COC1=CC=C(CN2N=NC(O)=C2C(=O)NC2=CC=CC(C(F)(F)F)=C2)C=C1,CJ2
NC(=S)N1N=CC2=CC=CC=C2B1O,CJ3
CNCCCN(C)C1=NC=C(F)C(N2CC(C(=O)NCC3=CN=C4C=CC=CN34)C2)=N1,CJ4
O=C(NC1=CC=C(NC2=NC=CC(NC3=NNC(C4CCCC4)=C3)=N2)C=C1)NC1=CC=CC(C(F)(F)F)=C1,CJ5
CN1CCN(C2=CC(NC3CC3)=NC(N)=N2)CC1,CJ6
CN1C2=CC=C(F)C=C2C2=C1N=C(SCCN1CCCCC1)N=N2,CJ7
CCCNC(=O)[C@H](O)[C@@H](O)C(=O)NCCC,CJ8
NC1=NC(NC2CC2)=CC(N2CCCCC2)=N1,CJ9
CSC1=C2C(=CS1)CCC1=CN=C(SCC(=O)C(C)(C)C)N=C12,CJA
O=C1C=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)N1,CJB
CCC1=C(Cl)C2=C(N=C(SC3=CC4=C(N=C3)N=CC(=O)N4)N=C2N2CC[C@@H](N)C2)N1,CJC
COC1=C(CN2CCC3=C(Cl)C=C([C@H](OC)C4COC4)C(Cl)=C3C2=O)C(=O)NC(C)=C1,CJD
CCOC(=O)[C@H](C)C(C)=O,CJE
NC1=NC(NC2CC2)=CC(N2CCOCC2)=N1,CJF
CC1=CC(C)=C(CN2CCC3=C(Cl)C=C(C4=C(C)ON=C4C)C(Cl)=C3C2=O)C(=O)N1,CJG
CCOC1=CC=CC(C2=CC=C(NC(=O)/C(C#N)=C(/C)O)C=C2)=C1,CJH
CC1O[Rh](O)(O)[Rh](O)(O)(<-O=1)N1C=CN=C1,CJI
NS(=O)(=O)C1=CC=C(C2=NC=C(Cl)C(NC3=NNC(C4CC4)=C3)=N2)S1,CJJ
CC1=CC=C(CNC(=O)NC2=CC(S(N)(=O)=O)=CC=C2O)C=C1,CJK
NC1=NC(NC2CC2)=CC(N2CCN(C3COC3)CC2)=N1,CJL
CCN1C=NC2=C1N=C(N1CCCC[C@H]1CCO)N=C2NCC1=NC2=C(F)C(F)=CC=C2N1,CJM
CC(C)N1C=CC2=C1C(NC1CCC(N(C)C)CC1)=NC=N2,CJN
C[C@@H](O)[C@H](N)C1N[C@H](CC2=CC=C(O)C=C2)C(=O)N1CC(=O)O,CJO
CS(=O)(=O)N1C(C2=CC=C(Cl)C=C2Cl)=C(CN)C2=CC=CC=C21,CJP
NC(=O)C[C@H]1CCC2=C1C1=C(OC3CCC(N4CCOCC4)CC3)N=CN=C1S2,CJQ
CNC1=CC(N2CCN(C3COC3)CC2)=NC(N)=N1,CJR
CN(C)C1CCC(NC2=C3C(C4CCC(C(N)=O)CC4)=CNC3=NC=N2)CC1,CJT
CNC1=CC(N2CCCCC2)=NC(N)=N1,CJU
COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(C1=CC=CC(F)=C1)C1CCN(CC2CN(C3=CC=C(S(=O)(=O)C4CN(C(=O)CCCN(C)C)C4)C=C3)C2)CC1,CJV
O=C(O)C1=CC2=C(C=C1)C=C(C1=NNC([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=N1)C=C2,CJW
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,CJX
O=C(O)C1=C(CCCOC2=CC=CC3=CC=CC=C23)C2=CC=CC=C2N1,CJY
O=C(O)C1=CC=CC=C1NC1=CC(Cl)=C(O)C(Cl)=C1,CJZ
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,CK0
NC1=NC=CC(C2=C(Cl)SC(Cl)=C2)=N1,CK1
CC1=NC(C)=C(C2=CC=NC(N)=N2)S1,CK2
CC1=NC(C)=C(C2=CC=NC(N/C=N\O)=N2)S1,CK3
CC1=NC(C)=C(C2=CC=NC(NC3=CC=C(C(F)(F)F)C=C3)=N2)S1,CK4
CC1=NC(C)=C(C2=CC=NC(NC3=CC=CC(O)=C3)=N2)S1,CK5
CNC1=NC(C)=C(C2=CC=NC(NC3=CC=C(O)C=C3)=N2)S1,CK6
CC1=C(C2=CC=NC(NC3=CC=CC([N+](=O)[O-])=C3)=N2)SC(N)=N1,CK7
CC1=NC(C)=C(C2=CC=NC(NC3=CC=C(N(C)C)C=C3)=N2)S1,CK8
CC[C@H](CO)NC1=NC(NCC2=CC=CC=C2O)=C2N=CN(C(C)C)C2=N1,CK9
O=C(O)C1=CC(=O)C2=C(C=C(Cl)C=C2)N1,CKA
CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)NC1=O,CKB
CC(=O)[C@@H](N)CCCCN,LYM
O=C(CC(C1=CC=C(F)C=C1)C1=CC=C(F)C=C1)NC1=CC=CC(F)=C1CC[C@H]1CNCCN1S(=O)(=O)C1=CC=CC=C1,CKD
CN1CCN(C2=CC=C(CC3=CC4=CN=C(CN)N=C4N3C3CCCCC3)C=C2)CC1,CKE
CNC(=O)C1=CC=C(C2=CCCC2)C=C1NS(=O)(=O)C1=CC=CC(S(=O)(=O)O)=C1,CKF
NC(=O)C1=NN(CC2CCNCC2)C2=C1CCC1=CN=C(N=C3C=CCC=C3)N=C12,CKG
CC1=C(CCNC(=O)C2=CC=CC=C2F)C2=CC=CC=C2N1,CKH
NCCNS(=O)(=O)C1=C2C=NC=CC2=C(Cl)C=C1,CKI
CCCCNC1=NC=C2C(C3=CC=C(F)C=C3)=NN(CC3CCC(N)CC3)C2=N1,CKJ
NC1CCN(CC2=C3C(OC4=CC=C(NC(=O)NC(=O)CC5=CC=C(F)C=C5)C=C4F)=NC=NN3C=C2)CC1,CKK
COC1=NC=NC(NS(=O)(=O)C2=CC=C(NCC3=NC4=C(N=C(N)NC4=O)NC3)C=C2)=C1OC,CKL
C[C@@H]1CNC[C@H](CCC2=C(F)C=CC=C2NC(=O)CC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)N1S(=O)(=O)C1=CC=CC=C1,CKM
CC(=O)N1CCN(C2CCC(NC3=NC=NN4C=CC([C@H](C)CC(N)=O)=C34)CC2)CC1,CKN
CN(C)C/C=C/C(=O)NC1=CC=CC(C2=C(C3=CC=CC=C3)OC3=C2C(N[C@H](CO)C2=CC=CC=C2)=NC=N3)=C1,CKO
O=C(O)[C@]1(O)O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,CKP
O=C(O)C1=CC=C(C2=CC=C(C3=NN=C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)N3)C=C2)C=C1,CKQ
NC1=NC2=CC3=C(C=C2C(=O)N1)N=C(NCCN1CCOCC1)N3,CKR
C[C@@H]1CN(S(=O)(=O)C2=CC=CC=C2)[C@@H](CCC2=C(F)C=CC=C2NC(=O)CC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CN1,CKS
CC1=C(O)C(C/N=C(\CS)C(=O)O)=C(COP(=O)(O)O)C=N1,CKT
CCCN1C[C@@H](O)[C@H](O)[C@@H](C(=O)O)C1,CKU
C[C@H]1CN(S(=O)(=O)C2=CC=CC=C2)[C@@H](CCC2=C(F)C=CC=C2NC(=O)CC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CN1,CKV
OC[C@H]1O[C@@H](C2=NN=C(C3=CC=C(C4=CC=CC=C4)C=C3)N2)[C@H](O)[C@@H](O)[C@@H]1O,CKW
CCC[C@@H]1NC[C@@H](O)[C@H](O)[C@H]1C(=O)O,CKX
C[C@H]1CNC[C@H](CCC2=C(F)C=CC=C2NC(=O)CC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)N1S(=O)(=O)C1=CC=CC=C1,CKY
OC[C@H]1O[C@@H](C2=NN=C(C3=CC4=C(C=C3)C3=CC=CC=C3C4)N2)[C@H](O)[C@@H](O)[C@@H]1O,CKZ
[Cl-],CLO
C=CC1=C2C=C3C(C)=C(CC)C4=[N+]3[Mg]35N2C(=C1C)C=C1C(C)C(CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=[N+]13)C1=C2C(=C(C)C(=C4)N25)C(=O)[C@H]1C(=O)OC,CL0
C=CC1=C2C=C3C(C)=C(CC)C4=[N+]3[Mg]35N2C(=C1C)C=C1[C@@H](C)[C@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=[N+]13)C1=C2C(=C(C)C(=C4)N25)C(=O)[C@@H]1C(=O)OC,CL2
CC(=O)N(C)C1=CC=CC(C2=NN=C3C=CC(C4=CC=CC=C4)=NN23)=C1,CL3
NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](/C=C/CNC(=O)C2=C(O)C(O)=CC([N+](=O)[O-])=C2)[C@@H](O)[C@H]1O,CL4
O=CCCNCC(=O)O,CL5
ClC1=CC=CC=C1C(C1=CC=CC=C1)(C1=CC=CC=C1)N1C=CN=C1,CL6
CCC1=C(C)C2=CC3=C(C=O)C(C)=C4C=C5[C@@H](C)[C@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C6=C7C8=C(C(=O)[C@@H]7C(=O)OC)C(C)=C7C=C1N2[Mg](N56)(N43)N78,CL7
O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C([N+](=O)[O-])C=C1,CL8
NC1=C2N=CN([C@H]3C[C@H](O)[C@@H](CO)O3)C2=NC(Cl)=N1,CL9
C=CC1=C2C=C3C(C)=C(CC)C4=N3->[Mg]35<-N6=C(C7=C8C(=C(C)C(=C4)N83)C(=O)[C@@H]7C(=O)OC)[C@@H](CCC(=O)OC/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)[C@H](C)C6=CC(=C1C)N25,CLA
CC(=O)N[C@@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)OC[C@H](N)C(=O)O,CLB
CC(=O)N[C@H](CO)[C@H](O)C1=CC=C([N+](=O)[O-])C=C1,CLC
CC(=O)N[C@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)OC[C@H](N)C(=O)O,CLD
CC(C)C[C@H](N)C(N)=O,NLW
[S]12[Fe]3[S]4[Fe]1S156([Fe]2[S]3[Fe]41)[Fe]1[S]2[Fe]3[S]1[Fe]5[S]3[Fe]26,CLF
NOCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)O,CLG
N[C@@H](CCCCNC(=O)CNC(=O)C=O)C(=O)O,CLH
O=C(O)CCC1=C(C(=O)O)NC2=C1C(Cl)=CC(Cl)=C2,CLI
